chrM|0|1|475
chr1|1|1|12365
chr1|1|2|28091
chr1|1|3|25675
chr1|1|4|23259
chr1|1|5|25263
chr1|1|6|25840
chr1|1|7|22775
chr1|1|8|21875
chr1|1|9|20713
chr1|1|10|22692
chr1|1|11|20712
chr1|1|12|24535
chr1|1|13|24143
chr1|1|14|9382
chr1|1|15|22177
chr1|1|16|23747
chr1|1|17|24358
chr1|1|18|24601
chr1|1|19|23055
chr1|1|20|24031
chr1|1|21|22123
chr1|1|22|21353
chr1|1|23|24068
chr1|1|24|19897
chr1|1|25|21973
chr1|1|26|20173
chr1|1|27|20989
chr1|1|28|18711
chr1|1|29|19369
chr1|1|30|17252
chr1|1|31|22364
chr1|1|32|22971
chr1|1|33|20474
chr1|1|34|20522
chr1|1|35|20990
chr1|1|36|20294
chr1|1|37|20211
chr1|1|38|21635
chr1|1|39|20425
chr1|1|40|20188
chr1|1|41|21477
chr1|1|42|20272
chr1|1|43|19663
chr1|1|44|23579
chr1|1|45|20685
chr1|1|46|20164
chr1|1|47|20518
chr1|1|48|20957
chr1|1|49|19661
chr1|1|50|15815
chr1|1|51|16267
chr1|1|52|17644
chr1|1|53|19040
chr1|1|54|21414
chr1|1|55|20746
chr1|1|56|22996
chr1|1|57|20777
chr1|1|58|21188
chr1|1|59|19936
chr1|1|60|21174
chr1|1|61|19887
chr1|1|62|19722
chr1|1|63|21379
chr1|1|64|20555
chr1|1|65|19945
chr1|1|66|19236
chr1|1|67|19607
chr1|1|68|21375
chr1|1|69|20762
chr1|1|70|18568
chr1|1|71|18275
chr1|1|72|18641
chr1|1|73|18449
chr1|1|74|19351
chr1|1|75|20041
chr1|1|76|19100
chr1|1|77|20414
chr1|1|78|19932
chr1|1|79|18403
chr1|1|80|21697
chr1|1|81|21716
chr1|1|82|22460
chr1|1|83|20690
chr1|1|84|19408
chr1|1|85|19231
chr1|1|86|20302
chr1|1|87|20127
chr1|1|88|19533
chr1|1|89|18603
chr1|1|90|20650
chr1|1|91|18748
chr1|1|92|20102
chr1|1|93|20231
chr1|1|94|18734
chr1|1|95|20909
chr1|1|96|19862
chr1|1|97|18947
chr1|1|98|19303
chr1|1|99|18506
chr1|1|100|20110
chr1|1|101|19830
chr1|1|102|21495
chr1|1|103|22612
chr1|1|104|18562
chr1|1|105|18436
chr1|1|106|24569
chr1|1|107|22527
chr1|1|108|19690
chr1|1|109|16864
chr1|1|110|20537
chr1|1|111|20590
chr1|1|112|20711
chr1|1|113|21093
chr1|1|114|19645
chr1|1|115|19648
chr1|1|116|19300
chr1|1|117|20901
chr1|1|118|20534
chr1|1|119|19199
chr1|1|120|20276
chr1|1|121|15518
chr1|1|122|14563
chr1|1|123|0
chr1|1|124|0
chr1|1|125|0
